Player,npxG/90,npSh/90,Explosiveness
Ryan Christie,0.13725490196078433,1.6176470588235294,0.22202998846597466
Rodri,0.14241486068111456,1.5479876160990713,0.2204564406828399
Mohamed Elyounoussi,0.14522821576763484,1.4937759336099585,0.21693841359480723
Fabian Schär,0.13764044943820225,1.5730337078651684,0.21651306653200353
Conor Gallagher,0.1388888888888889,1.5555555555555556,0.2160493827160494
Noni Madueke,0.1267605633802817,1.6901408450704227,0.21424320571315217
Pablo Fornals,0.1317365269461078,1.6167664670658684,0.21298719925418627
Dejan Kulusevski,0.11304347826086956,1.8695652173913044,0.2113421550094518
Dwight McNeil,0.12589928057553956,1.6546762589928057,0.20832255059261942
James Tomkins,0.2631578947368421,0.7894736842105263,0.2077562326869806
Casemiro,0.14406779661016947,1.4406779661016949,0.20755530020109159
Jack Harrison,0.15614617940199335,1.2956810631229236,0.2023156477301575
Philip Billing,0.15960912052117265,1.237785016286645,0.19756177784379678
Mason Mount,0.1092896174863388,1.8032786885245902,0.19707963809011914
Danilo,0.13888888888888887,1.3888888888888888,0.1929012345679012
Jacob Ramsey,0.1706484641638225,1.1262798634812285,0.19219792892171134
Manuel Lanzini,0.17857142857142858,1.0714285714285714,0.1913265306122449
Daniel James,0.13636363636363635,1.3636363636363635,0.18595041322314046
Lewis Hall,0.12328767123287672,1.5068493150684932,0.18577594295364985
Sergio Gómez,0.10256410256410257,1.794871794871795,0.18408941485864566
Samuel Edozie,0.14285714285714288,1.2698412698412698,0.18140589569161
Hakim Ziyech,0.0821917808219178,2.191780821917808,0.18014636892475133
Chris Wood,0.24390243902439027,0.7317073170731708,0.17846519928613924
Georginio Rutter,0.13333333333333333,1.3333333333333333,0.17777777777777776
Degnand Gnonto,0.12000000000000001,1.4666666666666666,0.176
Granit Xhaka,0.14114114114114115,1.2012012012012012,0.16953890827764703
Joseph Hodge,0.15789473684210525,1.0526315789473684,0.16620498614958448
Abdoulaye Doucouré,0.1411764705882353,1.1764705882352942,0.16608996539792387
Kalvin Phillips,0.09090909090909091,1.8181818181818183,0.16528925619834714
Pedro Neto,0.10280373831775702,1.5887850467289721,0.1633330421870906
Pascal Groß,0.15000000000000002,1.0833333333333333,0.1625
Bobby Reid,0.14181818181818182,1.1272727272727272,0.15986776859504132
Michael Olise,0.09508196721311475,1.6721311475409837,0.15898951894651975
Marcel Sabitzer,0.09999999999999999,1.5714285714285714,0.15714285714285714
Michael Keane,0.11926605504587157,1.2844036697247705,0.15318575877451393
Sean Longstaff,0.1285714285714286,1.1785714285714286,0.15153061224489797
Rúben Neves,0.0835820895522388,1.791044776119403,0.14969926486968144
Scott McTominay,0.14728682170542634,1.0077519379844961,0.14842858001322035
Luke Ayling,0.14035087719298245,1.0526315789473684,0.1477377654662973
Ryan Fraser,0.08571428571428572,1.7142857142857142,0.14693877551020407
Matt Doherty,0.10810810810810811,1.3513513513513513,0.1460920379839299
Ryan Yates,0.11274509803921569,1.2745098039215688,0.14369473279507883
Stefan Bajcetic,0.13793103448275862,1.0344827586206897,0.1426872770511296
Tomáš Souček,0.12779552715654952,1.0862619808306708,0.13881942247037327
Ivan Perišić,0.11111111111111112,1.2393162393162394,0.13770180436847104
Curtis Jones,0.10434782608695652,1.3043478260869565,0.13610586011342155
Amadou Onana,0.10869565217391304,1.2318840579710144,0.13390044108380592
Carney Chukwuemeka,0.10256410256410257,1.2820512820512822,0.1314924391847469
Mason Holgate,0.17857142857142858,0.7142857142857143,0.12755102040816327
Rodrigo Bentancur,0.1317365269461078,0.8982035928143713,0.11832622180788127
Mateo Kovačić,0.09473684210526316,1.2105263157894737,0.1146814404432133
Josh Dasilva,0.09740259740259741,1.1688311688311688,0.11384719176926969
Gabriel Dos Santos,0.13456464379947228,0.8443271767810027,0.11361658579374968
Joe Aribo,0.11029411764705882,1.0294117647058825,0.11353806228373703
Jeffrey Schlupp,0.11387900355871886,0.9964412811387899,0.11347374020085864
John McGinn,0.0802675585284281,1.4046822742474918,0.11275041666200604
Adam Lallana,0.1125,1.0,0.1125
Jordan Ayew,0.10596026490066227,1.0596026490066226,0.11227577737818518
Chris Richards,0.13999999999999999,0.8,0.11199999999999999
Marc Roca,0.08171206225680934,1.3618677042801557,0.11128101863767809
Jan Paul van Hecke,0.18181818181818182,0.6060606060606061,0.11019283746556474
Antoine Semenyo,0.10344827586206896,1.0344827586206897,0.10701545778834722
Frank Onyeka,0.10638297872340426,0.9574468085106382,0.10185604345857854
Adama Traoré,0.08433734939759036,1.1445783132530118,0.09653070111772388
Dennis Praet,0.1388888888888889,0.6944444444444444,0.09645061728395062
Diogo Dalot,0.10460251046025106,0.9205020920502093,0.09628682971236499
Billy Gilmour,0.08928571428571429,1.0714285714285714,0.09566326530612244
Kiernan Dewsbury-Hall,0.09374999999999999,1.015625,0.09521484374999999
João Palhinha,0.08405797101449275,1.1304347826086956,0.09502205419029615
Jesse Lingard,0.0970873786407767,0.9708737864077669,0.09425959091337542
Romain Perraud,0.06372549019607844,1.4705882352941178,0.09371395617070359
Harry Souttar,0.12727272727272726,0.7272727272727273,0.09256198347107437
Ben Chilwell,0.08974358974358974,1.0256410256410258,0.09204470742932283
Bernardo Silva,0.08979591836734695,1.0204081632653061,0.09162848812994587
James Garner,0.0898876404494382,1.0112359550561798,0.09089761393763414
Ben Godfrey,0.1348314606741573,0.6741573033707865,0.09089761393763413
Trent Alexander-Arnold,0.07384615384615384,1.2307692307692308,0.09088757396449704
Douglas Luiz,0.08615384615384615,1.0461538461538462,0.0901301775147929
Matheus Nunes,0.08759124087591241,1.0218978102189782,0.08950929724545795
Marc Albrighton,0.11538461538461538,0.7692307692307692,0.08875739644970412
Kurt Zouma,0.0995475113122172,0.8597285067873303,0.08558383325484736
Bruno Guimarães,0.0924092409240924,0.9240924092409241,0.08539467808166955
Nayef Aguerd,0.12429378531073448,0.6779661016949153,0.08426697309202338
Reece James,0.07246376811594203,1.1594202898550725,0.08401596303297627
Mateusz Klich,0.06451612903225806,1.2903225806451613,0.08324661810613944
Diego Llorente,0.09722222222222221,0.8333333333333333,0.0810185185185185
Thomas Partey,0.07971014492753624,1.0144927536231882,0.08086536441923965
Christian Nørgaard,0.08163265306122448,0.9693877551020408,0.07913369429404414
Virgil van Dijk,0.08253968253968254,0.9523809523809523,0.07860922146636432
Bryan Gil,0.0625,1.25,0.078125
Emerson,0.08808290155440414,0.8808290155440415,0.07758597546242851
Alex Iwobi,0.06666666666666667,1.12,0.07466666666666667
Neco Williams,0.06220095693779905,1.1961722488038278,0.07440305853803714
N'Golo Kanté,0.05172413793103448,1.3793103448275863,0.0713436385255648
Oleksandr Zinchenko,0.05957446808510638,1.1914893617021276,0.07098234495246718
Benoît Badiashile,0.1188118811881188,0.594059405940594,0.0705813155572983
Jefferson Lerma,0.07202216066481995,0.9695290858725761,0.0698275795919307
Enock Mwepu,0.08333333333333334,0.8333333333333334,0.06944444444444446
James Tarkowski,0.08157894736842106,0.8421052631578947,0.06869806094182826
Ben Mee,0.08815426997245181,0.7713498622589532,0.06799778400078928
João Cancelo,0.05633802816901409,1.1971830985915493,0.06744693513191828
Adam Webster,0.08144796380090498,0.8144796380090498,0.06633770807313527
Luka Milivojević,0.05263157894736842,1.2280701754385965,0.06463527239150507
James Ward-Prowse,0.06666666666666667,0.96,0.064
Felipe,0.07594936708860758,0.8227848101265822,0.06248998557923408
Neeskens Kebano,0.058823529411764705,1.0588235294117647,0.06228373702422145
Jordan Henderson,0.0608695652173913,1.0,0.0608695652173913
Levi Colwill,0.10294117647058823,0.5882352941176471,0.06055363321799308
Mohammed Salisu,0.06849315068493152,0.8675799086757991,0.059423281416150636
Çağlar Söyüncü,0.06779661016949153,0.847457627118644,0.05745475438092502
Kostas Tsimikas,0.06976744186046512,0.813953488372093,0.05678745267712277
Vitaly Janelt,0.09795918367346938,0.5714285714285714,0.05597667638483964
Pervis Estupiñán,0.05723905723905724,0.9764309764309764,0.055889988549921214
Donny van de Beek,0.052631578947368425,1.0526315789473684,0.055401662049861494
Pierre Højbjerg,0.0574712643678161,0.9482758620689656,0.05449861276258424
Enzo Fernández,0.04651162790697675,1.1627906976744187,0.05408328826392646
Cheick Doucouré,0.04545454545454545,1.1688311688311688,0.05312868949232585
João Moutinho,0.06565656565656566,0.8080808080808081,0.05305581063156821
Mathias Jensen,0.0707395498392283,0.7395498392282958,0.052315422710683304
Ethan Pinnock,0.1,0.5,0.05
Wesley Fofana,0.05,1.0,0.05
Lewis O'Brien,0.04615384615384615,1.0769230769230769,0.04970414201183431
André Ayew,0.08571428571428572,0.5714285714285714,0.04897959183673469
Rayan Aït Nouri,0.05833333333333333,0.8333333333333334,0.048611111111111105
Aaron Wan-Bissaka,0.07547169811320754,0.6289308176100629,0.04746647680075946
Craig Dawson,0.0625,0.75,0.046875
Joël Veltman,0.07407407407407407,0.6172839506172839,0.04572473708276177
Sven Botman,0.07204610951008646,0.6340057636887607,0.04567764868074645
Craig Dawson,0.06369426751592357,0.7006369426751593,0.0446265568582904
Ibrahima Konaté,0.06976744186046512,0.6395348837209303,0.04461871281773932
Lyanco,0.04580152671755725,0.916030534351145,0.041955596993182215
Joachim Andersen,0.05825242718446602,0.7119741100323624,0.04147422000188519
Cédric Soares,0.045454545454545456,0.9090909090909091,0.04132231404958678
Aymeric Laporte,0.045454545454545456,0.9090909090909091,0.04132231404958678
Declan Rice,0.04395604395604396,0.9340659340659341,0.04105784325564546
Emerson Palmieri,0.054421768707483,0.7482993197278912,0.04072377250219816
Weston McKennie,0.05,0.8125,0.040625
Liam Cooper,0.06329113924050632,0.6329113924050632,0.04005768306361159
Tariq Lamptey,0.04,1.0,0.04
Davinson Sánchez,0.06315789473684211,0.631578947368421,0.039889196675900275
Moisés Caicedo,0.04871060171919771,0.8022922636103152,0.03908013891511564
Rob Holding,0.047619047619047616,0.7936507936507937,0.03779289493575208
Pascal Struijk,0.05737704918032787,0.6557377049180328,0.03762429454447729
Harrison Reed,0.05974842767295597,0.6289308176100629,0.0375776274672679
Dan Burn,0.06069364161849711,0.6069364161849711,0.036837181329145645
Duje Ćaleta-Car,0.0761904761904762,0.47619047619047616,0.036281179138321996
Youri Tielemans,0.03461538461538462,1.0384615384615385,0.035946745562130185
Álex Moreno,0.040540540540540536,0.8783783783783783,0.0356099342585829
Jamaal Lascelles,0.04166666666666667,0.8333333333333334,0.03472222222222223
Pape Matar Sarr,0.04166666666666667,0.8333333333333334,0.03472222222222223
Shandon Baptiste,0.057971014492753624,0.5797101449275363,0.03360638521319051
Jonjo Shelvey,0.03333333333333333,1.0,0.03333333333333333
Nathan Aké,0.07692307692307693,0.43269230769230765,0.03328402366863905
Thiago Silva,0.05747126436781609,0.5747126436781609,0.033029462280354076
Armel Bella Kotchap,0.04784688995215311,0.6698564593301436,0.032050548293308306
Timothy Castagne,0.06077348066298342,0.5248618784530387,0.0318976832209029
Maximilian Wöber,0.04964539007092198,0.6382978723404256,0.03168854685377999
Manuel Akanji,0.05118110236220473,0.5905511811023623,0.030225060450120907
Mathias Jørgensen,0.07317073170731707,0.4065040650406504,0.029744199881023198
Lewis Dunk,0.04722222222222222,0.6111111111111112,0.028858024691358026
Eric Dier,0.05111821086261981,0.5431309904153354,0.027763884494074655
James Milner,0.039603960396039604,0.6930693069306931,0.027448289383393786
Rico Henry,0.044444444444444446,0.6111111111111112,0.027160493827160497
Kieran Tierney,0.03409090909090909,0.7954545454545454,0.02711776859504132
Rúben Dias,0.058558558558558564,0.45045045045045046,0.026377729080431785
John Stones,0.04878048780487805,0.5365853658536586,0.026174895895300417
Clément Lenglet,0.044642857142857144,0.5803571428571429,0.025908801020408167
Trevoh Chalobah,0.05027932960893855,0.5027932960893855,0.02528010985924285
Cheikhou Kouyaté,0.04081632653061224,0.6122448979591836,0.02498958767180341
Renan Lodi,0.04065040650406504,0.6097560975609756,0.024786833234185998
Kalidou Koulibaly,0.045,0.55,0.02475
Ruben Loftus-Cheek,0.04678362573099415,0.5263157894736842,0.02462296091104955
Wesley Fofana,0.05343511450381679,0.4580152671755725,0.02447409824602296
Joël Matip,0.05785123966942148,0.4132231404958678,0.023905470937777472
Cristian Romero,0.057034220532319393,0.4182509505703422,0.023854616952681113
Saša Lukić,0.02173913043478261,1.0869565217391306,0.02362948960302458
João Gomes,0.0410958904109589,0.547945205479452,0.022518296115593917
Flynn Downes,0.047058823529411764,0.47058823529411764,0.022145328719723183
Rasmus Nissen,0.03669724770642202,0.5963302752293578,0.02188367982493056
Ben Davies,0.03937007874015748,0.5511811023622047,0.0217000434000868
Moussa Niakhate,0.046511627906976744,0.46511627906976744,0.02163331530557058
Tosin Adarabioyo,0.030172413793103446,0.6896551724137931,0.020808561236623068
Thiago Alcántara,0.02877697841726619,0.7194244604316546,0.0207028621706951
Daniel Amartey,0.06145251396648046,0.335195530726257,0.02059860803345714
Andrew Robertson,0.04529616724738676,0.4529616724738676,0.020517427673032333
Robin Koch,0.042492917847025496,0.481586402266289,0.020464011427745992
Will Hughes,0.031914893617021274,0.6382978723404255,0.020371208691715704
Nathan Patterson,0.035211267605633804,0.5633802816901409,0.019837333862328905
Luke Shaw,0.03873239436619719,0.49295774647887325,0.019093433842491573
Denis Zakaria,0.04347826086956522,0.4347826086956522,0.018903591682419663
Pontus Jansson,0.0375,0.5,0.01875
Orel Mangala,0.03488372093023256,0.5232558139534884,0.018253109789075177
Toti Gomes,0.03669724770642202,0.4587155963302752,0.0168335998653312
Marcos Senesi,0.05776173285198556,0.2888086642599278,0.01668208891032074
Harry Toffolo,0.028846153846153844,0.5769230769230769,0.016642011834319525
Wout Faes,0.03870967741935484,0.41935483870967744,0.016233090530697193
Serge Aurier,0.037037037037037035,0.41666666666666663,0.015432098765432096
Marc Guéhi,0.04054054054054054,0.3783783783783784,0.015339663988312638
Kyle Walker-Peters,0.034013605442176874,0.44217687074829937,0.015040029617289095
Ashley Young,0.022123893805309734,0.663716814159292,0.014684000313258672
Ibrahima Diallo,0.02197802197802198,0.6593406593406593,0.014491003501992514
Fabinho,0.02356902356902357,0.6060606060606061,0.014284256708499133
Boubacar Traoré,0.02173913043478261,0.6521739130434783,0.014177693761814747
Joel Ward,0.043824701195219126,0.3187250996015936,0.013968032253456294
Jonny Castro,0.02142857142857143,0.6428571428571429,0.013775510204081633
Max Kilman,0.03542234332425068,0.38147138964577654,0.013512610532411701
Jorginho,0.021052631578947368,0.631578947368421,0.013296398891966758
Calum Chambers,0.025641025641025644,0.5128205128205129,0.01314924391847469
Mario Lemina,0.020833333333333332,0.625,0.013020833333333332
Idrissa Gana Gueye,0.024475524475524472,0.5244755244755245,0.012836813536114234
Raphaël Varane,0.0330188679245283,0.37735849056603776,0.01245995016019936
Harry Maguire,0.03529411764705882,0.35294117647058826,0.01245674740484429
César Azpilicueta,0.023529411764705882,0.5294117647058824,0.01245674740484429
Lucas Digne,0.023952095808383235,0.47904191616766467,0.011474057872279394
Ben White,0.038348082595870206,0.2949852507374631,0.011312118759843719
Kenny Tete,0.02456140350877193,0.45614035087719296,0.011203447214527547
Albert Sambi Lokonga,0.03333333333333333,0.3333333333333333,0.01111111111111111
Takehiro Tomiyasu,0.02702702702702703,0.4054054054054054,0.01095690284879474
Rico Lewis,0.02,0.5,0.01
Aaron Hickey,0.018779342723004695,0.5164319248826291,0.009698252110471909
Moussa Djenepo,0.02531645569620253,0.37974683544303794,0.009613843935266783
Yves Bissouma,0.01785714285714286,0.5357142857142857,0.009566326530612245
Chris Mepham,0.028688524590163935,0.3278688524590164,0.009406073636119323
Jan Bednarek,0.02150537634408602,0.4301075268817204,0.00924962423401549
Jack Stacey,0.030303030303030307,0.30303030303030304,0.00918273645546373
Joe Worrall,0.032388663967611336,0.2834008097165992,0.009178973594059893
Kieran Trippier,0.02425876010781671,0.3773584905660377,0.009154249097289324
Lisandro Martínez,0.02127659574468085,0.425531914893617,0.009053870529651425
Séamus Coleman,0.02173913043478261,0.3804347826086957,0.008270321361058602
Marc Cucurella,0.02150537634408602,0.3763440860215054,0.008093421204763555
Ricardo Pereira,0.02,0.4,0.008
Roméo Lavia,0.016194331983805668,0.4858299595141701,0.007867691652051338
James Justin,0.021582733812949638,0.3597122302158273,0.0077635733140106605
Oliver Skipp,0.018072289156626505,0.4216867469879518,0.007620844825083466
William Saliba,0.033582089552238806,0.22388059701492538,0.007518378257963912
Tyrone Mings,0.03428571428571429,0.2,0.006857142857142858
Thilo Kehrer,0.020161290322580645,0.3225806451612903,0.0065036420395421434
Ezri Konsa,0.029810298102981032,0.21680216802168023,0.006462937258098869
Jordan Zemura,0.02469135802469136,0.2469135802469136,0.006096631611034904
Mads Roerslev,0.024390243902439022,0.24390243902439024,0.00594883997620464
Conor Coady,0.034334763948497854,0.17167381974248927,0.00589438007699534
